seen_at,date,ticker,pct_change,rel_volume,direction_hint,action,logged_at,rationale,status,pattern_tag,x21_pct,x63_pct,universe
2026-06-28T07:47:18+00:00,2026-06-26,RVTY,+13.0,2.4,long,skip,2026-06-28T16:28:02+00:00,"life-science tools re-rating read-through; sector, thin",skip,,+0.35,,sp500
2026-06-28T07:47:18+00:00,2026-06-26,MRK,+13.0,1.5,long,skip,2026-06-28T16:28:02+00:00,"acquirer in Bio-Techne deal + pharma defensive rotation; large-cap beta vs XLV, no clean read",skip,,+1.90,,sp500
2026-06-28T07:47:18+00:00,2026-06-26,PLTR,-12.1,1.5,short,skip,2026-06-28T16:27:47+00:00,high-multiple software de-rating in the AI/tech rotation; beta and momentum-chase,skip,,-6.79,,sp500
2026-06-28T07:47:18+00:00,2026-06-26,CIEN,+12.0,2.5,long,take,2026-06-28T16:28:02+00:00,fQ2 blowout rev +40pct YoY + raised FY guide (Jun4) + AI-optical leadership; post-earnings drift + intra-AI rotation as chips roll over,taken,,-26.80,,sp500
2026-06-28T07:47:18+00:00,2026-06-26,MCHP,-11.9,2.6,short,skip,2026-06-28T16:27:47+00:00,"semi sector rotation, beta vs SOXX",skip,,+14.97,,sp500
2026-06-28T07:47:18+00:00,2026-06-26,VEEV,+11.8,2.0,long,skip,2026-06-28T16:28:02+00:00,"healthcare-software riding the rotation; large-cap, thin idiosyncratic read",skip,,+14.19,,sp500
2026-06-28T07:47:18+00:00,2026-06-26,TXN,-11.6,3.3,short,skip,2026-06-28T16:27:47+00:00,"semi sector rotation, beta vs SOXX",skip,,+2.93,,sp500
2026-06-28T07:47:18+00:00,2026-06-26,JNJ,+11.5,2.0,long,skip,2026-06-28T16:28:02+00:00,"pure defensive rotation to all-time high; beta vs XLV, catalyst-free",skip,,+3.20,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,AXON,+30.0,1.5,long,skip,2026-07-02T14:46:51+00:00,"narrative-driven 5d spike (Trump-disclosure/ICE $220M TASER solicitation) at all-time high; strong fundamentals but extended, spike-fade risk, no clean forward edge",skip,,-8.32,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,PANW,+23.4,0.8,long,skip,2026-07-02T14:46:52+00:00,large-cap security riding broad tech rebound; no differentiated name-specific catalyst; arbitraged arena,skip,,-3.76,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,APP,+21.4,1.0,long,skip,2026-07-02T14:46:52+00:00,"AppLovin momentum name, extended; no fresh readable catalyst beyond momentum",skip,,-26.16,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,TECH,+20.6,4.4,long,skip,2026-07-02T14:46:52+00:00,"Merck KGaA $73 all-cash buyout; trades near deal price = merger arb, no directional forward edge",skip,,+0.87,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,MRNA,+20.0,1.2,long,skip,2026-07-02T14:46:52+00:00,"ran ~40% to 52wk highs into a KNOWN PDUFA (Aug5) + Science Day; buy-the-rumor extended, sell-the-news risk",skip,,-33.44,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,DDOG,+18.8,0.6,long,skip,2026-07-02T14:46:52+00:00,low-volume (0.6x) tech-rebound drift; no name-specific catalyst,skip,,+6.29,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,ON,-18.2,1.4,short,skip,2026-07-02T14:46:54+00:00,already a live open bet (long 21d vs SOXX); do not double-log,skip,,+15.94,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,CRWD,+14.8,0.7,long,skip,2026-07-02T14:46:52+00:00,"security large-cap rebound, extended; no differentiated read",skip,,+0.73,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,SMCI,-14.8,0.7,short,skip,2026-07-02T14:46:52+00:00,"perennial governance/volatility name; no clean readable forward edge, avoid the mess",skip,,-4.48,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,VEEV,+14.2,1.1,long,skip,2026-07-02T14:46:52+00:00,vertical-SaaS rebound beta; no fresh catalyst,skip,,+6.57,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,HUM,+13.5,1.1,long,skip,2026-07-02T14:46:53+00:00,"MA-rate tailwind real but +122% in 3mo, hugely extended; next event (Q2 earnings) is risk not fresh edge",skip,,-5.52,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,FDS,+13.4,2.0,long,skip,2026-07-02T14:46:54+00:00,already a live open bet (short 63d vs SPY); do not double-log/conflict,skip,,+6.08,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,CRL,+13.4,1.3,long,take,2026-07-02T14:46:51+00:00,"Lilly TuneLab AI/ML drug-discovery partnership + analyst re-rating cluster (CLSA Outperform, Evercore/Baird/Barclays PT raises) on a beaten-down CRO turning; readable re-rating catalyst",taken,,-1.09,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,TSLA,+13.3,0.9,long,skip,2026-07-02T14:46:53+00:00,"headline/narrative-driven mega-cap; no differentiated read, heavily arbitraged",skip,,-24.12,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,NOW,+12.8,0.8,long,skip,2026-07-02T14:46:54+00:00,already a live open bet (long 63d vs QQQ); do not double-log,skip,,+4.95,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,GPN,+11.9,0.9,long,skip,2026-07-02T14:46:53+00:00,"no specific catalyst, mixed analyst ratings; market-rebound beta",skip,,+10.49,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,HOOD,+11.8,0.8,long,skip,2026-07-02T14:46:53+00:00,high-beta broker riding rally + crypto; no differentiated read,skip,,-24.00,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,CEG,-11.7,2.0,short,skip,2026-07-02T14:46:53+00:00,"single Citi PT cut to fresh 52wk low, downtrend intact; no positive catalyst (falling knife)",skip,,-10.47,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,JKHY,+11.2,0.7,long,skip,2026-07-02T14:46:53+00:00,fintech-processor rebound; no name-specific catalyst,skip,,+6.08,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,MKC,+11.2,1.1,long,skip,2026-07-02T14:46:53+00:00,McCormick defensive bounce; no fresh readable edge,skip,,-1.35,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,VLO,+11.1,0.8,long,skip,2026-07-02T14:46:54+00:00,"refiner +45% YTD near 52wk high, extended; earnings Jul30 event-risk inside window",skip,,+13.36,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,GEN,+10.8,1.2,long,skip,2026-07-02T14:46:54+00:00,Gen Digital low-signal consumer-software drift; no catalyst,skip,,+5.05,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,PLTR,+10.8,1.3,long,skip,2026-07-02T14:46:54+00:00,"narrative/momentum mega-cap at extreme valuation; no differentiated read, arbitraged",skip,,-6.05,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,KLAC,+10.7,1.8,long,skip,2026-07-02T14:46:54+00:00,"semi-equipment rebound; already hold semi exposure (AVGO/MU/ON), no differentiated add",skip,,-22.52,,sp500
2026-07-02T04:03:54+00:00,2026-07-01,APD,+10.6,1.9,long,take,2026-07-02T14:46:51+00:00,Jun30 scrapped $2.9B Louisiana clean-energy + AZ hydrogen project -> capital-discipline pivot rewarded (+8% on a writedown); new-CEO cash-return re-rating + Yara ammonia deal,taken,,-6.00,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,AXON,+34.2,0.9,long,skip,2026-07-03T22:28:28+00:00,"Trump/ICE-contract + drone news; quality compounder but +34% 5d = chasing, no short thesis",skip,,-8.32,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,MRNA,+33.5,1.8,long,skip,2026-07-03T22:28:28+00:00,+70% 3wk squeeze on FDA flu-vaccine advisory (PDUFA 8/5 ahead); catalyst behind it but active short-squeeze + positive binary = coin-flip fade,skip,,-33.44,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,SNDK,-25.3,1.6,short,skip,2026-07-03T22:28:27+00:00,"memory-glut cohort selloff; +713% YTD parabola -25% wk on supply-glut fears; fresh short = squeeze/bounce coin-flip, no asymmetry",skip,,+27.01,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,ON,-23.2,1.4,short,skip,2026-07-03T22:28:25+00:00,already a live long bet (bets_catalogue 6/26); not re-betting,skip,,+15.94,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,VEEV,+21.9,0.9,long,skip,2026-07-03T22:28:26+00:00,"life-sci SaaS in software melt-up cohort; sector beta; chasing +22% 5d, no edge",skip,,+6.57,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,TER,-21.8,1.2,short,skip,2026-07-03T22:28:27+00:00,semicap in memory/semi selloff cohort; sector beta; no name-specific read,skip,,+4.47,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,HOOD,+20.6,1.1,long,skip,2026-07-03T22:28:26+00:00,fintech/crypto risk-on cohort (with COIN); beta not name-specific; chasing +21% 5d,skip,,-24.00,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,PLTR,+20.5,1.4,long,skip,2026-07-03T22:28:26+00:00,"AI-software melt-up cohort (Snowflake-led earnings breakouts); sector beta, chasing +20% 5d = no edge",skip,,-6.05,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,WDC,-20.2,1.0,short,skip,2026-07-03T22:28:27+00:00,memory/storage glut cohort selloff (+251% YTD); sector beta; fresh short into -20% wk = bounce risk,skip,,+9.55,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,STX,-20.0,1.5,short,skip,2026-07-03T22:28:27+00:00,storage glut cohort selloff; sector beta; fresh short into crash = coin-flip,skip,,+5.13,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,FDS,+19.8,1.3,long,skip,2026-07-03T22:28:26+00:00,already a live short bet (bets_catalogue 6/25); not re-betting,skip,,+6.08,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,MU,-19.6,1.1,short,skip,2026-07-03T22:28:25+00:00,already a live long bet (bets_catalogue 6/25); not re-betting,skip,,+16.62,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,WDAY,+19.0,0.8,long,skip,2026-07-03T22:28:26+00:00,"AI-software melt-up cohort; sector beta; chasing +19% 5d, no name-specific read",skip,,+18.76,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,NOW,+18.8,0.6,long,skip,2026-07-03T22:28:25+00:00,"already a live long bet (bets_catalogue 6/24); working, not re-betting",skip,,+4.95,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,PANW,+18.8,0.9,long,skip,2026-07-03T22:28:26+00:00,"software/cyber melt-up cohort; sector beta; chasing +19% 5d, no edge",skip,,-3.76,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,APP,+18.2,1.1,long,skip,2026-07-03T22:28:26+00:00,momentum melt-up (AppLovin); chasing +18% 5d into strength; no fade/long asymmetry,skip,,-26.16,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,COHR,-18.1,1.1,short,skip,2026-07-03T22:28:27+00:00,optical/semi in selloff cohort; sector beta; thin read,skip,,+15.02,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,DDOG,+17.8,0.5,long,skip,2026-07-03T22:28:26+00:00,"AI-software melt-up cohort; +18% on 0.5x vol = drift not discrete catalyst; chasing, no edge",skip,,+6.29,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,SPGI,+17.7,1.5,long,skip,2026-07-03T22:28:27+00:00,financial-data cohort moved w/ FDS; sector beta not name-specific; no clean read,skip,,-7.78,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,GPC,+17.3,2.8,long,skip,2026-07-03T22:28:28+00:00,"ORLY ~10B bid for NAPA auto-parts div; M&A-rumor pop, antitrust-uncertain; merger-arb not a read, no edge on deal outcome",skip,,-0.96,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,COIN,+16.1,1.1,long,skip,2026-07-03T22:28:27+00:00,crypto beta risk-on cohort; not a name-specific read; chasing +16% 5d,skip,,-14.10,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,AJG,+15.9,1.5,long,skip,2026-07-03T22:28:28+00:00,insurance broker +16% on 1.5x vol; no readable name-specific catalyst; thin read,skip,,-1.64,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,FOXA,+15.6,1.1,long,skip,2026-07-03T22:28:27+00:00,"media, no readable name-specific catalyst found; thin read",skip,,+4.21,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,LITE,-15.5,0.9,short,skip,2026-07-03T22:28:28+00:00,optical/semi (Lumentum) in selloff cohort; sector beta; thin read,skip,,-5.80,,sp500
2026-07-03T22:23:08+00:00,2026-07-02,Q,-15.4,1.3,short,skip,2026-07-03T22:28:28+00:00,"thin/unclear catalyst, tech/semi cohort; no read",skip,,+9.97,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,AXON,+33.9,1.0,long,skip,2026-07-06T22:13:23+00:00,"+34pct narrative spike on un-awarded ICE contract + Trump stock purchase; momentum on unconfirmed news, no clean edge",skip,,-8.35,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,MRNA,+21.6,1.7,long,skip,2026-07-06T22:13:23+00:00,"+21pct bounce on positive flu-vaccine AdCom but multi-year structural decliner; dead-cat risk, thin read",skip,,-31.72,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,HOOD,+19.1,0.7,long,skip,2026-07-06T22:13:23+00:00,financials/crypto beta in broad risk-on rally week; market-wide not name-specific,skip,,-20.33,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,PANW,+17.5,0.9,long,skip,2026-07-06T22:13:23+00:00,AI-software momentum rally beta (Nasdaq record week); no name-specific catalyst,skip,,+5.53,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,PLTR,+17.4,0.8,long,skip,2026-07-06T22:13:23+00:00,"AI-software momentum rally beta; parabolic, no differentiated read",skip,,+17.89,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,SNDK,-16.6,0.8,short,skip,2026-07-06T22:13:24+00:00,"+756pct YTD parabola, -16pct memory-glut pullback but GS PT raised to 2200 Buy; coin-flip both ways",skip,,+14.91,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,SPGI,+15.8,1.0,long,skip,2026-07-06T22:13:24+00:00,financials sector rally (XLF +2.2pct); market-wide move,skip,,-10.13,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,APP,+14.0,1.1,long,skip,2026-07-06T22:13:24+00:00,"AI-software momentum beta; parabolic, no read",skip,,-23.67,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,CRWD,+13.8,0.7,long,skip,2026-07-06T22:13:24+00:00,AI-software momentum rally beta; no name-specific catalyst,skip,,+5.37,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,COIN,+13.3,0.7,long,skip,2026-07-06T22:13:24+00:00,crypto/risk-on beta rally; market-wide,skip,,-10.98,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,TER,-13.1,0.6,short,skip,2026-07-06T22:13:24+00:00,"semi-test pullback in memory/hardware rotation; coin-flip, thin read",skip,,-14.46,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,MU,-13.0,0.6,short,skip,2026-07-06T22:13:24+00:00,already a live long bet (2026-06-25); no new bet,skip,,+8.03,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,CVNA,+12.9,0.5,long,skip,2026-07-06T22:13:24+00:00,parabolic consumer-momentum name; no differentiated read,skip,,-2.36,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,IRM,-12.1,1.2,short,take,2026-07-06T22:13:23+00:00,"short: P/E 128 vs 106 median, 13pct above GF fair value, insiders sold 17M no buys, breaking down 3 days while tape rips to records = name-specific relative weakness",taken,,-5.27,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,AMP,+12.1,0.8,long,skip,2026-07-06T22:13:25+00:00,financials sector rally beta; market-wide,skip,,+6.19,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,VEEV,+12.1,0.6,long,skip,2026-07-06T22:13:25+00:00,software momentum rally beta; no read,skip,,+7.01,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,APD,+11.9,0.7,long,skip,2026-07-06T22:13:25+00:00,"already a live long bet (2026-07-02); mover confirms thesis, no new bet",skip,,-6.55,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,GLW,-11.9,0.7,short,skip,2026-07-06T22:13:25+00:00,optical/hardware pullback in AI-hardware rotation; thin read,skip,,+16.91,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,COHR,-11.8,0.4,short,skip,2026-07-06T22:13:25+00:00,"optical/hardware pullback, low volume 0.4x; thin read",skip,,+0.10,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,ARES,+11.6,0.7,long,skip,2026-07-06T22:13:25+00:00,financials/private-credit sector rally beta; market-wide,skip,,+15.24,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,FOXA,+11.5,0.7,long,skip,2026-07-06T22:13:25+00:00,"+11.5pct media, no identified catalyst read; thin",skip,,+4.42,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,RJF,+11.4,0.5,long,skip,2026-07-06T22:13:26+00:00,financials sector rally beta; market-wide,skip,,+3.39,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,SMCI,-11.2,0.4,short,skip,2026-07-06T22:13:26+00:00,"perennial high-vol name, low volume 0.4x pullback; no clean read",skip,,-17.56,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,WDAY,+11.1,0.6,long,skip,2026-07-06T22:13:26+00:00,software momentum rally beta; no name-specific catalyst,skip,,+16.08,,sp500
2026-07-06T22:10:56+00:00,2026-07-06,SCHW,+11.0,0.9,long,skip,2026-07-06T22:13:26+00:00,financials sector rally beta (XLF +2.2pct); market-wide,skip,,+1.18,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,GLW,-28.0,0.4,short,skip,2026-07-08T22:14:13+00:00,"-28% is company-specific-negative not clean contagion: Q2 rev guide below consensus + 3 prior rev misses + $54M insider selling (0 buys) + still ~75x P/E; two-sided, no clean overreaction-long",skip,,+20.54,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,TER,-27.3,0.6,short,skip,2026-07-08T22:14:11+00:00,"semi/AI-capex beta: SK Hynix HBM slowdown + AI-capex ROI fears + hawkish Fed unwind; arbitraged large-cap, no name-specific differentiated read",skip,,-3.86,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,KLAC,-26.7,0.8,short,skip,2026-07-08T22:14:11+00:00,"semi/AI-capex beta: SK Hynix HBM slowdown + AI-capex ROI fears + hawkish Fed unwind; arbitraged large-cap, no name-specific differentiated read",skip,,+18.06,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,SNDK,-24.0,1.0,short,skip,2026-07-08T22:14:11+00:00,"semi/AI-capex beta: SK Hynix HBM slowdown + AI-capex ROI fears + hawkish Fed unwind; arbitraged large-cap, no name-specific differentiated read",skip,,+34.51,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,LRCX,-23.1,0.6,short,skip,2026-07-08T22:14:11+00:00,"semi/AI-capex beta: SK Hynix HBM slowdown + AI-capex ROI fears + hawkish Fed unwind; arbitraged large-cap, no name-specific differentiated read",skip,,+15.66,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,MRVL,-22.2,0.3,short,skip,2026-07-08T22:14:11+00:00,"semi/AI-capex beta: SK Hynix HBM slowdown + AI-capex ROI fears + hawkish Fed unwind; arbitraged large-cap, no name-specific differentiated read",skip,,+15.67,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,AMAT,-21.1,0.6,short,skip,2026-07-08T22:14:11+00:00,"semi/AI-capex beta: SK Hynix HBM slowdown + AI-capex ROI fears + hawkish Fed unwind; arbitraged large-cap, no name-specific differentiated read",skip,,+12.63,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,INTC,-21.0,0.8,short,skip,2026-07-08T22:14:12+00:00,"semi/AI-capex beta: SK Hynix HBM slowdown + AI-capex ROI fears + hawkish Fed unwind; arbitraged large-cap, no name-specific differentiated read",skip,,+13.55,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,COHR,-19.6,0.5,short,skip,2026-07-08T22:14:12+00:00,"semi/AI-capex beta: SK Hynix HBM slowdown + AI-capex ROI fears + hawkish Fed unwind; arbitraged large-cap, no name-specific differentiated read",skip,,+0.11,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,GNRC,-19.2,0.9,short,skip,2026-07-08T22:14:13+00:00,"datacenter-power adjacency swept into the same AI-capex-fear unwind; thin, sector beta",skip,,+12.71,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,MU,-17.8,0.7,short,skip,2026-07-08T22:14:13+00:00,"already an open bet (long 21d vs SOXX, 2026-06-25) — dont double-count",skip,,+13.35,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,FLEX,-17.7,0.4,short,skip,2026-07-08T22:14:12+00:00,"semi/AI-capex beta: SK Hynix HBM slowdown + AI-capex ROI fears + hawkish Fed unwind; arbitraged large-cap, no name-specific differentiated read (contract-mfg, same capex-fear complex)",skip,,+14.60,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,LITE,-17.6,0.4,short,skip,2026-07-08T22:14:12+00:00,"semi/AI-capex beta: SK Hynix HBM slowdown + AI-capex ROI fears + hawkish Fed unwind; arbitraged large-cap, no name-specific differentiated read",skip,,-4.41,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,BLDR,-17.1,1.0,short,skip,2026-07-08T22:14:13+00:00,"datacenter-buildout adjacency in the same capex-fear unwind; thin, sector beta",skip,,+4.96,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,JBL,-15.6,0.5,short,skip,2026-07-08T22:14:13+00:00,"semi/AI-capex beta: SK Hynix HBM slowdown + AI-capex ROI fears + hawkish Fed unwind; arbitraged large-cap, no name-specific differentiated read (contract-mfg, same capex-fear complex)",skip,,-1.42,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,FIX,-15.0,0.8,short,skip,2026-07-08T22:14:13+00:00,"datacenter-HVAC buildout adjacency in the same capex-fear unwind; thin, sector beta",skip,,+6.05,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,WDC,-13.8,0.6,short,skip,2026-07-08T22:14:12+00:00,"semi/AI-capex beta: SK Hynix HBM slowdown + AI-capex ROI fears + hawkish Fed unwind; arbitraged large-cap, no name-specific differentiated read",skip,,+24.13,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,SWKS,-13.7,1.3,short,skip,2026-07-08T22:14:12+00:00,"semi/AI-capex beta: SK Hynix HBM slowdown + AI-capex ROI fears + hawkish Fed unwind; arbitraged large-cap, no name-specific differentiated read",skip,,-9.25,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,PLTR,+13.3,1.0,long,skip,2026-07-08T22:14:14+00:00,"+13% on DA Davidson upgrade + Army NGC2 contract, 7 up days; momentum darling at extreme valuation, chasing — no differentiated edge",skip,,+18.59,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,HOOD,+13.2,0.5,long,skip,2026-07-08T22:14:14+00:00,"+13% on Mizuho PT raise to $130; analyst-driven pop, thin",skip,,-23.44,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,Q,-12.9,0.9,short,skip,2026-07-08T22:14:12+00:00,"semi/AI-capex beta: SK Hynix HBM slowdown + AI-capex ROI fears + hawkish Fed unwind; arbitraged large-cap, no name-specific differentiated read",skip,,+9.27,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,WDAY,+12.6,0.8,long,skip,2026-07-08T22:14:14+00:00,no identifiable name-specific catalyst; thin,skip,,+20.82,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,NCLH,-12.5,1.0,short,skip,2026-07-08T22:14:14+00:00,"no identifiable catalyst, cautious analyst outlook; thin read",skip,,+4.22,,sp500
2026-07-08T22:11:00+00:00,2026-07-08,WTW,+11.9,0.8,long,skip,2026-07-08T22:14:14+00:00,no identifiable name-specific catalyst; thin,skip,,+15.36,,sp500
